Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name,Crop Yield
32.3,57.5,28.11,Black,Ground Nuts,4,8,30,17-17-17,2011
28.84,56.24,54.54,Loamy,Maize,39,4,3,DAP,3858
34.15,64.07,42.61,Clayey,Barley,17,4,22,20-20,2072
34.1,59.07,37.26,Red,Paddy,21,0,26,14-35-14,5131
29.23,57.13,41.46,Red,Maize,42,3,1,20-20,4429
32.1,61.91,33.02,Loamy,Ground Nuts,11,5,25,10-26-26,2191
29.11,56.7,40.85,Red,Pulses,39,0,0,10-26-26,1277
30.83,43.14,58.64,Black,Wheat,15,0,11,DAP,2870
29.28,64.36,38.44,Black,Wheat,21,0,19,28-28,2696
25.66,68.77,42.77,Sandy,Tobacco,8,1,6,DAP,1688
29.51,61.2,48.69,Loamy,Wheat,40,0,0,17-17-17,3454
29.72,51.46,39.97,Black,Oil seeds,16,6,11,DAP,1956
33.16,68.18,27.27,Loamy,Maize,35,3,0,Urea,3210
38.57,69.47,35.76,Sandy,Ground Nuts,16,0,37,DAP,2184
30.4,58.65,58.25,Sandy,Tobacco,9,3,36,28-28,1866
34.75,70.91,33.64,Clayey,Maize,14,0,35,20-20,4236
25.52,57.37,36.07,Sandy,Paddy,15,15,20,28-28,4277
27.58,60.64,42.28,Loamy,Wheat,14,2,12,DAP,3053
33.06,73.54,63.25,Red,Sugarcane,3,13,31,14-35-14,9120
30.98,60.43,34.78,Clayey,Millets,35,3,0,DAP,2735
38.1,74.1,66.48,Loamy,Sugarcane,33,0,3,17-17-17,9291
28.06,60.94,51.32,Clayey,Cotton,12,0,5,10-26-26,1726
25.92,63.87,37.41,Red,Sugarcane,10,0,14,10-26-26,7832
28.82,48.22,36.64,Loamy,Tobacco,34,3,0,Urea,2104
37.06,75.75,28.48,Loamy,Oil seeds,12,0,34,Urea,2579
32.73,68.98,46.02,Clayey,Pulses,25,0,27,Urea,2427
29.23,61.98,39.5,Loamy,Sugarcane,8,16,18,14-35-14,8377
31.37,64.37,50.13,Clayey,Pulses,24,0,21,20-20,1465
34.0,59.81,36.57,Sandy,Wheat,18,3,24,DAP,3226
31.81,58.06,49.03,Black,Wheat,12,10,11,Urea,2716
22.25,58.5,48.46,Sandy,Pulses,19,0,14,20-20,1487
31.1,60.2,37.11,Clayey,Maize,10,4,6,20-20,3263
35.42,57.14,39.62,Sandy,Pulses,20,0,21,Urea,2111
26.7,56.64,48.14,Black,Barley,31,0,0,20-20,2662
32.35,63.16,38.72,Red,Barley,14,2,42,28-28,2340
24.07,56.17,37.66,Black,Pulses,38,0,0,DAP,1034
36.03,64.38,52.82,Sandy,Barley,41,1,3,10-26-26,2960
33.45,73.71,34.17,Clayey,Ground Nuts,27,0,25,28-28,2760
34.69,66.52,43.91,Black,Tobacco,13,17,14,DAP,1853
26.83,55.99,70.0,Black,Ground Nuts,15,1,31,28-28,2163
37.23,57.81,35.92,Red,Sugarcane,38,1,3,Urea,6551
37.91,67.79,65.15,Loamy,Ground Nuts,14,2,42,17-17-17,2299
32.7,52.68,51.6,Sandy,Oil seeds,13,0,33,20-20,2497
30.57,51.83,41.43,Black,Pulses,39,0,0,20-20,1540
27.81,50.2,35.57,Black,Oil seeds,20,0,18,28-28,1983
28.53,48.81,31.53,Sandy,Tobacco,13,7,13,Urea,2109
32.33,66.18,32.51,Sandy,Tobacco,45,1,0,14-35-14,1715
34.3,69.48,20.0,Black,Millets,10,5,25,17-17-17,2913
26.61,57.1,26.11,Loamy,Tobacco,10,0,43,DAP,1518
30.74,57.16,66.9,Sandy,Sugarcane,38,0,3,20-20,7975
24.54,66.05,39.14,Black,Paddy,15,0,34,20-20,4634
34.76,60.13,44.36,Sandy,Millets,15,4,42,17-17-17,2540
25.47,55.49,58.13,Loamy,Sugarcane,13,11,28,28-28,7092
27.35,62.5,42.01,Sandy,Ground Nuts,12,4,12,14-35-14,2081
28.11,55.71,25.36,Clayey,Maize,38,3,0,14-35-14,3807
33.96,48.63,35.77,Sandy,Ground Nuts,21,0,26,DAP,1784
36.51,58.06,51.75,Loamy,Pulses,14,0,40,DAP,1854
33.0,54.95,39.38,Loamy,Millets,4,0,16,DAP,1901
24.16,49.21,39.12,Loamy,Tobacco,44,2,0,10-26-26,1683
32.06,61.93,57.19,Clayey,Millets,15,0,13,Urea,1547
31.63,59.15,26.89,Black,Paddy,38,1,2,14-35-14,4313
35.34,74.07,53.44,Loamy,Ground Nuts,3,6,33,Urea,2484
29.35,50.79,33.69,Loamy,Cotton,38,0,0,20-20,1021
33.25,55.48,47.7,Sandy,Millets,19,0,16,17-17-17,2153
30.75,58.05,65.23,Red,Cotton,14,0,36,Urea,1768
30.72,66.14,20.0,Red,Millets,2,19,21,17-17-17,2260
22.18,48.97,24.49,Clayey,Maize,9,0,42,DAP,3933
33.14,62.56,26.19,Sandy,Oil seeds,9,12,29,Urea,2734
21.2,48.29,57.03,Sandy,Barley,34,2,0,10-26-26,2519
28.41,58.76,58.06,Red,Oil seeds,10,12,11,14-35-14,1636
22.68,56.76,68.02,Black,Cotton,8,0,11,10-26-26,1097
37.59,56.26,44.68,Red,Tobacco,42,2,4,28-28,1555
30.81,47.67,38.48,Sandy,Sugarcane,5,19,24,Urea,9862
31.48,59.28,37.95,Black,Pulses,23,1,25,14-35-14,2350
29.47,59.62,31.33,Red,Sugarcane,41,1,2,10-26-26,9827
28.52,63.14,37.44,Black,Paddy,33,2,0,Urea,5026
37.46,62.66,42.24,Clayey,Millets,34,0,0,Urea,1764
24.64,58.38,63.27,Loamy,Maize,38,0,0,20-20,3421
40.0,77.27,38.47,Red,Millets,15,0,40,17-17-17,1921
22.31,49.61,31.26,Black,Wheat,17,0,17,DAP,2885
29.54,59.13,40.66,Loamy,Sugarcane,41,0,0,17-17-17,6898
35.59,59.08,70.0,Black,Barley,6,10,13,DAP,2064
33.9,62.16,47.51,Sandy,Pulses,6,14,17,DAP,2277
34.54,58.84,53.98,Black,Tobacco,10,19,13,28-28,1701
33.48,58.65,32.9,Loamy,Sugarcane,7,3,39,28-28,8870
34.99,75.44,53.77,Loamy,Oil seeds,19,0,42,20-20,1598
40.0,66.7,69.57,Red,Ground Nuts,14,4,40,28-28,2307
26.37,52.2,36.71,Loamy,Cotton,17,4,44,14-35-14,1269
30.89,58.66,49.31,Loamy,Ground Nuts,15,0,8,14-35-14,1775
28.31,43.74,42.46,Red,Ground Nuts,8,0,35,20-20,2823
24.14,51.65,39.68,Black,Sugarcane,7,4,27,14-35-14,9013
24.67,47.76,26.37,Loamy,Millets,35,1,2,10-26-26,1917
23.6,55.67,40.76,Black,Pulses,16,2,21,20-20,1606
27.74,65.66,67.85,Loamy,Millets,13,0,36,17-17-17,2459
27.83,41.06,29.89,Sandy,Sugarcane,15,16,7,Urea,6187
28.66,64.42,38.34,Black,Oil seeds,13,15,11,28-28,2227
27.57,47.43,38.87,Red,Sugarcane,21,0,19,20-20,9171
32.25,51.79,35.69,Black,Millets,14,0,10,DAP,2018
33.02,48.8,52.02,Clayey,Ground Nuts,22,0,15,28-28,2646
30.68,54.7,40.85,Black,Maize,19,0,13,DAP,3893
30.56,60.51,28.79,Red,Wheat,16,1,40,20-20,3340
25.84,60.68,34.82,Sandy,Cotton,7,12,27,14-35-14,1637
34.57,55.7,53.44,Clayey,Oil seeds,43,0,0,14-35-14,2480
26.71,55.16,44.94,Red,Cotton,24,0,22,10-26-26,1045
22.88,46.03,22.86,Black,Oil seeds,11,0,13,28-28,2750
33.69,55.35,60.53,Black,Oil seeds,12,7,36,10-26-26,2923
29.22,49.26,33.55,Red,Wheat,35,0,0,28-28,2740
32.64,67.85,32.04,Loamy,Maize,5,7,27,17-17-17,3066
25.17,47.0,37.3,Black,Tobacco,6,22,13,10-26-26,2104
30.7,57.61,50.29,Black,Oil seeds,16,0,7,Urea,1509
29.75,58.55,65.87,Clayey,Barley,18,1,40,10-26-26,2504
27.58,64.9,58.56,Red,Ground Nuts,11,14,10,20-20,1964
30.12,64.91,33.26,Sandy,Millets,35,0,4,20-20,2470
28.43,63.69,37.41,Sandy,Millets,1,21,19,17-17-17,2698
26.62,61.65,36.08,Loamy,Paddy,31,0,0,20-20,4319
33.94,57.36,51.49,Clayey,Millets,10,2,41,20-20,2325
33.34,65.67,58.35,Black,Millets,12,3,37,17-17-17,2960
31.03,54.07,57.8,Black,Cotton,6,0,16,28-28,1269
32.8,73.72,52.98,Clayey,Pulses,2,6,25,Urea,2402
33.37,65.55,45.17,Red,Paddy,13,0,36,20-20,4630
26.13,55.73,53.35,Red,Oil seeds,13,0,5,Urea,2687
29.21,57.9,34.9,Red,Barley,10,14,24,Urea,2315
33.39,63.67,59.26,Black,Maize,11,16,15,17-17-17,4093
30.47,61.98,21.87,Black,Millets,42,0,1,DAP,1590
24.6,59.94,58.54,Black,Barley,12,0,12,17-17-17,2705
32.18,53.01,45.88,Sandy,Barley,1,18,14,DAP,2138
26.48,61.28,57.82,Sandy,Sugarcane,9,3,16,10-26-26,6675
33.16,63.11,53.91,Sandy,Pulses,23,0,28,10-26-26,2385
37.39,69.61,67.14,Red,Millets,38,0,2,20-20,2298
38.64,74.69,33.53,Sandy,Sugarcane,14,3,16,Urea,9053
22.93,59.18,36.33,Loamy,Pulses,11,0,38,17-17-17,1619
31.44,62.56,39.08,Red,Paddy,45,0,0,20-20,4503
25.6,66.44,64.99,Clayey,Tobacco,9,6,29,DAP,2494
33.19,59.66,56.19,Loamy,Paddy,6,12,14,14-35-14,5805
27.12,47.82,58.64,Clayey,Sugarcane,38,0,0,Urea,6722
28.19,51.2,44.38,Clayey,Cotton,24,0,16,14-35-14,1556
31.97,58.34,59.73,Red,Cotton,6,11,32,DAP,1559
34.13,65.02,35.68,Black,Cotton,41,0,3,DAP,1685
26.4,65.58,44.9,Sandy,Maize,27,0,20,Urea,4522
37.03,63.45,39.53,Red,Cotton,39,3,0,20-20,1159
21.34,54.69,39.42,Red,Pulses,20,2,26,14-35-14,1411
30.34,57.74,34.86,Red,Millets,16,0,42,DAP,2741
27.05,53.84,37.54,Black,Maize,23,0,24,14-35-14,4544
28.09,53.58,27.41,Loamy,Ground Nuts,13,6,14,28-28,2798
36.19,70.05,26.41,Black,Wheat,19,3,24,14-35-14,3150
27.86,44.14,58.37,Black,Barley,13,0,16,14-35-14,2403
26.41,56.89,37.25,Loamy,Oil seeds,31,0,2,17-17-17,1586
28.03,42.81,70.0,Black,Sugarcane,5,0,14,10-26-26,8559
29.21,57.22,49.29,Clayey,Paddy,17,13,14,14-35-14,5577
37.56,66.53,37.17,Black,Sugarcane,15,0,39,14-35-14,7983
35.57,69.22,38.56,Clayey,Tobacco,26,0,17,28-28,2288
34.43,59.77,62.97,Red,Cotton,17,2,42,14-35-14,1085
31.27,43.49,37.61,Loamy,Barley,35,0,3,14-35-14,2503
25.82,61.11,39.24,Red,Barley,6,20,16,17-17-17,2919
26.5,45.75,61.25,Red,Millets,36,0,0,DAP,2908
34.03,60.39,43.18,Loamy,Sugarcane,10,0,6,10-26-26,6114
28.01,50.4,61.19,Red,Millets,6,2,11,DAP,2288
28.67,55.39,64.88,Clayey,Oil seeds,14,3,35,17-17-17,1835
30.47,67.64,60.18,Red,Cotton,39,0,0,17-17-17,1467
29.93,66.3,55.91,Black,Cotton,8,9,11,DAP,1748
30.69,60.36,64.89,Loamy,Barley,7,9,32,17-17-17,2193
30.92,49.97,58.06,Loamy,Tobacco,13,0,37,Urea,1853
28.21,57.45,20.0,Sandy,Pulses,18,13,13,DAP,2379
27.18,64.47,30.84,Red,Paddy,15,17,18,20-20,4976
21.63,57.62,34.24,Sandy,Maize,11,15,11,20-20,4292
30.78,61.89,28.42,Clayey,Millets,12,3,36,DAP,2833
27.05,50.42,42.32,Clayey,Paddy,10,4,11,17-17-17,4642
31.18,47.51,35.51,Red,Wheat,13,12,25,17-17-17,3370
31.88,56.55,43.06,Loamy,Cotton,9,0,12,DAP,1888
31.35,62.93,34.02,Clayey,Barley,17,2,28,14-35-14,2882
30.99,59.97,63.35,Red,Wheat,13,0,14,DAP,2915
32.83,55.64,40.91,Loamy,Tobacco,42,0,0,14-35-14,1787
33.9,50.25,20.0,Red,Millets,7,19,12,10-26-26,2389
24.38,50.13,34.67,Clayey,Cotton,13,3,33,28-28,1943
31.49,58.29,37.49,Clayey,Millets,44,0,0,14-35-14,1993
31.93,53.26,30.3,Clayey,Wheat,31,1,4,DAP,3386
33.75,70.86,30.19,Loamy,Tobacco,25,0,16,10-26-26,2140
36.49,72.03,52.71,Red,Wheat,9,13,23,17-17-17,3403
33.91,50.88,53.37,Red,Paddy,5,3,32,Urea,4710
40.0,76.4,57.23,Red,Sugarcane,10,19,18,14-35-14,8992
32.12,76.73,34.45,Black,Wheat,4,3,33,Urea,2985
24.06,53.06,37.08,Sandy,Sugarcane,23,0,24,28-28,6853
25.5,53.43,42.85,Red,Tobacco,5,10,31,17-17-17,1999
34.0,59.76,27.52,Black,Maize,13,0,41,DAP,4481
22.5,58.83,39.36,Red,Oil seeds,10,4,12,Urea,1517
38.66,60.15,57.58,Sandy,Millets,38,0,3,DAP,2776
33.03,59.23,50.06,Sandy,Cotton,9,7,28,17-17-17,1191
27.05,53.34,70.0,Loamy,Ground Nuts,10,1,10,28-28,1917
27.27,62.47,57.15,Clayey,Millets,16,0,5,DAP,2751
29.07,56.52,53.78,Clayey,Cotton,5,14,11,Urea,1676
38.17,66.45,68.55,Loamy,Cotton,37,4,0,Urea,1076
28.13,55.71,50.38,Clayey,Cotton,18,3,20,14-35-14,1565
32.56,62.62,56.5,Clayey,Maize,11,0,40,DAP,4379
30.84,47.62,28.08,Red,Millets,34,2,1,Urea,2532
30.98,64.17,26.26,Red,Ground Nuts,6,11,32,20-20,1882
25.27,52.33,20.33,Loamy,Tobacco,15,0,36,20-20,2455
29.51,47.21,49.01,Clayey,Wheat,1,14,12,DAP,2844
38.59,68.57,31.88,Loamy,Paddy,41,0,4,14-35-14,4574
33.01,56.62,38.75,Sandy,Pulses,38,0,4,17-17-17,1302
29.94,54.58,36.36,Sandy,Cotton,20,2,20,10-26-26,1071
28.42,68.97,38.11,Sandy,Barley,35,1,1,20-20,2256
31.81,62.69,55.11,Sandy,Barley,17,0,8,14-35-14,2942
28.06,49.09,36.0,Clayey,Ground Nuts,21,0,26,28-28,2641
32.09,67.57,37.6,Loamy,Sugarcane,25,0,18,10-26-26,9131
30.4,73.93,50.87,Clayey,Cotton,11,2,37,DAP,1017
31.37,61.56,36.38,Clayey,Oil seeds,12,0,33,20-20,2890
28.4,64.69,20.0,Black,Wheat,9,8,30,DAP,2763
35.46,68.5,33.83,Red,Paddy,7,3,32,14-35-14,5400
33.36,48.62,48.04,Black,Paddy,9,0,36,14-35-14,5804
30.09,51.69,31.75,Clayey,Sugarcane,35,2,0,20-20,6598
31.62,53.17,41.08,Clayey,Maize,38,0,0,DAP,3759
35.85,65.73,46.71,Clayey,Wheat,41,0,0,20-20,3184
28.23,59.71,40.91,Clayey,Oil seeds,19,2,18,DAP,2536
22.91,52.89,43.54,Black,Ground Nuts,36,0,0,17-17-17,1551
31.57,59.0,29.74,Loamy,Millets,32,0,3,17-17-17,2524
33.33,68.93,44.04,Loamy,Wheat,41,0,0,20-20,3347
26.1,56.4,70.0,Red,Maize,8,14,10,20-20,3831
23.85,54.74,31.15,Black,Maize,10,4,8,28-28,3242
33.93,68.08,68.4,Red,Barley,4,5,28,20-20,2555
24.14,50.03,56.4,Red,Oil seeds,11,3,5,10-26-26,2158
30.9,61.42,48.45,Loamy,Barley,13,0,6,28-28,2667
38.27,61.02,39.38,Clayey,Tobacco,10,1,14,10-26-26,1731
30.53,72.94,69.94,Black,Pulses,14,0,37,DAP,2054
36.91,57.36,46.79,Black,Barley,9,4,30,10-26-26,2866
27.89,58.78,32.12,Clayey,Millets,37,0,1,20-20,2424
25.91,61.37,35.85,Black,Ground Nuts,37,0,0,20-20,2481
26.89,45.93,34.24,Loamy,Ground Nuts,37,0,0,28-28,2296
26.9,54.22,37.63,Sandy,Oil seeds,41,0,0,28-28,1610
33.83,56.33,40.46,Clayey,Cotton,9,11,17,Urea,1040
32.23,65.73,36.41,Black,Pulses,13,0,11,10-26-26,1930
33.56,69.13,30.78,Clayey,Oil seeds,13,0,13,14-35-14,2110
22.37,59.31,53.4,Sandy,Millets,25,1,21,14-35-14,1561
40.0,66.19,57.22,Sandy,Paddy,40,0,0,14-35-14,4248
26.38,58.32,37.72,Loamy,Pulses,38,0,0,Urea,1905
25.09,55.29,28.94,Loamy,Ground Nuts,15,0,39,10-26-26,2503
34.6,52.97,41.6,Red,Wheat,12,3,41,14-35-14,2953
30.08,55.2,40.09,Clayey,Paddy,14,0,11,17-17-17,4013
29.16,50.81,20.0,Black,Millets,7,16,12,17-17-17,1544
23.32,50.4,46.44,Black,Tobacco,27,3,27,10-26-26,1843
27.41,54.55,26.1,Loamy,Cotton,33,0,0,Urea,1238
29.23,70.7,54.12,Sandy,Maize,42,3,0,10-26-26,4889
35.92,63.54,54.99,Clayey,Sugarcane,17,0,40,14-35-14,6090
24.33,52.3,46.6,Red,Cotton,20,0,16,14-35-14,1422
33.99,62.02,24.13,Loamy,Cotton,42,0,3,28-28,1034
33.8,69.65,29.13,Black,Sugarcane,11,2,33,20-20,6089
29.19,67.99,28.27,Clayey,Pulses,42,0,0,17-17-17,1022
32.92,56.58,28.5,Loamy,Barley,2,14,21,28-28,2335
29.7,50.47,41.56,Sandy,Ground Nuts,11,19,22,28-28,2504
22.82,48.25,49.55,Clayey,Maize,21,0,24,28-28,3857
24.87,53.41,36.47,Loamy,Oil seeds,31,4,0,DAP,2024
29.25,54.77,56.41,Sandy,Oil seeds,17,12,11,10-26-26,2057
28.88,54.57,38.98,Clayey,Paddy,39,3,0,20-20,4937
36.11,61.24,27.61,Loamy,Cotton,14,4,35,20-20,1181
27.91,48.69,33.26,Red,Ground Nuts,37,0,0,17-17-17,2291
32.0,59.17,32.35,Loamy,Cotton,40,0,0,28-28,1153
31.12,56.27,40.65,Loamy,Paddy,17,0,37,DAP,5703
38.03,60.56,64.39,Loamy,Millets,18,0,35,14-35-14,1918
40.0,78.63,39.77,Clayey,Tobacco,13,2,39,14-35-14,2089
21.56,48.99,38.37,Clayey,Wheat,32,1,4,Urea,2608
34.16,57.77,64.71,Red,Cotton,3,12,29,20-20,1840
29.74,67.3,55.7,Clayey,Barley,41,3,4,20-20,2191
24.02,52.18,41.72,Red,Paddy,40,0,0,28-28,4173
31.44,57.6,49.09,Black,Tobacco,35,0,2,28-28,2278
27.82,58.21,39.11,Red,Pulses,23,3,13,17-17-17,2251
28.68,48.05,70.0,Clayey,Sugarcane,4,0,10,10-26-26,9641
37.79,65.38,42.1,Loamy,Pulses,16,2,42,Urea,1245
30.84,62.89,31.1,Black,Pulses,18,0,36,DAP,1378
32.08,69.28,53.59,Clayey,Pulses,12,19,10,20-20,2384
30.53,54.66,40.76,Red,Wheat,23,0,22,DAP,3335
27.28,67.0,60.31,Red,Ground Nuts,9,6,30,17-17-17,2673
30.52,52.92,33.2,Loamy,Oil seeds,8,11,32,Urea,1641
25.51,63.32,68.32,Clayey,Maize,4,12,33,10-26-26,3235
30.28,76.59,30.6,Clayey,Ground Nuts,10,0,35,28-28,2954
31.27,76.13,35.28,Red,Cotton,9,3,32,20-20,1227
26.52,59.29,37.89,Black,Sugarcane,21,0,19,14-35-14,8489
37.78,70.33,64.11,Loamy,Wheat,5,10,28,10-26-26,2747
30.49,58.21,39.3,Clayey,Ground Nuts,12,11,11,17-17-17,1839
29.18,54.17,23.3,Sandy,Ground Nuts,42,1,0,28-28,2836
25.21,46.78,31.12,Clayey,Oil seeds,44,2,0,Urea,1691
22.64,49.3,30.33,Black,Paddy,9,4,12,Urea,4796
30.2,64.88,52.82,Clayey,Oil seeds,8,15,13,20-20,1712
24.84,49.58,47.64,Loamy,Barley,37,0,0,10-26-26,2737
30.49,58.83,54.73,Loamy,Paddy,35,4,2,17-17-17,4268
30.73,49.9,32.48,Loamy,Pulses,15,0,10,20-20,1113
29.82,58.66,44.21,Sandy,Millets,26,4,17,28-28,1679
23.92,47.26,38.11,Red,Maize,9,7,25,Urea,4449
27.8,66.49,56.09,Loamy,Ground Nuts,11,11,14,28-28,1846
40.0,75.55,28.97,Black,Ground Nuts,15,0,40,17-17-17,1815
31.12,72.97,50.32,Clayey,Pulses,14,17,8,17-17-17,1849
24.8,61.32,54.78,Black,Cotton,7,6,32,20-20,1458
32.45,67.58,55.57,Black,Cotton,4,0,10,17-17-17,1078
31.61,66.27,33.06,Sandy,Pulses,7,6,18,Urea,1860
40.0,65.43,64.34,Sandy,Pulses,14,0,36,17-17-17,2279
34.46,78.03,54.74,Red,Millets,42,0,1,14-35-14,1694
20.26,41.18,47.6,Red,Millets,23,0,14,DAP,1656
36.22,77.81,51.95,Black,Pulses,37,0,0,14-35-14,1211
30.24,56.13,30.91,Black,Barley,38,2,1,10-26-26,2223
35.54,62.73,42.81,Loamy,Paddy,14,10,11,DAP,5434
29.73,58.45,60.67,Loamy,Cotton,9,0,8,14-35-14,1272
27.58,64.59,62.12,Sandy,Cotton,14,1,34,20-20,1006
26.09,69.65,41.82,Loamy,Cotton,9,0,39,28-28,1110
30.48,61.31,44.39,Red,Millets,22,0,15,Urea,2368
29.86,48.43,47.14,Clayey,Maize,39,0,2,14-35-14,3368
25.2,65.72,54.26,Black,Sugarcane,8,2,32,20-20,9311
31.81,70.13,21.18,Red,Ground Nuts,13,0,36,28-28,1830
22.32,56.11,24.06,Black,Maize,15,0,38,17-17-17,3395
25.7,67.81,42.7,Loamy,Tobacco,25,0,17,20-20,1680
30.23,55.76,53.54,Loamy,Barley,5,7,25,14-35-14,2958
32.37,55.24,33.67,Loamy,Tobacco,18,0,32,17-17-17,1937
26.08,44.39,42.34,Clayey,Sugarcane,16,2,26,20-20,6250
39.89,76.0,32.46,Red,Ground Nuts,44,3,0,17-17-17,2513
38.92,57.75,34.28,Clayey,Tobacco,13,0,38,DAP,2114
26.41,55.23,43.13,Black,Barley,20,1,27,10-26-26,2150
35.85,62.3,36.56,Red,Millets,16,0,42,Urea,1959
33.0,59.14,48.43,Black,Tobacco,3,8,31,14-35-14,1908
35.84,73.34,56.27,Red,Barley,11,6,26,10-26-26,2207
32.85,53.21,37.96,Black,Barley,40,2,0,DAP,2499
36.16,64.0,43.68,Loamy,Millets,20,0,19,Urea,2192
28.03,51.46,40.88,Sandy,Tobacco,10,3,11,17-17-17,2289
38.77,73.1,64.83,Sandy,Paddy,9,4,35,28-28,4265
39.61,74.2,29.32,Clayey,Cotton,9,1,38,28-28,1131
40.0,65.97,61.68,Black,Cotton,10,4,39,17-17-17,1563
31.66,68.88,64.94,Sandy,Paddy,36,0,0,17-17-17,4298
25.79,47.25,45.73,Clayey,Millets,32,0,0,DAP,2309
37.12,73.45,56.53,Loamy,Wheat,15,14,13,14-35-14,3057
27.79,54.72,69.39,Black,Maize,40,0,0,20-20,3827
27.84,50.3,41.85,Loamy,Paddy,12,7,24,14-35-14,5190
23.68,57.9,28.78,Sandy,Maize,32,0,2,14-35-14,4105
32.02,47.68,43.98,Loamy,Sugarcane,36,0,0,28-28,7235
34.91,53.17,64.9,Sandy,Paddy,15,13,15,DAP,5332
31.87,56.38,39.33,Clayey,Barley,40,2,0,20-20,2880
33.5,61.54,58.09,Loamy,Pulses,39,0,0,14-35-14,1506
21.34,47.91,23.25,Loamy,Barley,13,2,6,10-26-26,2881
27.75,48.05,35.2,Sandy,Oil seeds,25,4,24,Urea,1547
27.41,57.31,54.62,Loamy,Tobacco,20,4,14,20-20,2287
36.6,74.72,50.92,Sandy,Oil seeds,39,0,0,10-26-26,2139
21.52,56.82,37.02,Clayey,Tobacco,21,2,20,DAP,2324
39.1,77.95,44.22,Sandy,Cotton,13,0,36,28-28,1680
30.22,56.38,60.39,Loamy,Maize,14,10,33,Urea,4748
24.32,66.77,37.7,Black,Ground Nuts,26,0,16,20-20,1995
31.78,51.44,58.82,Loamy,Barley,10,4,4,17-17-17,2697
27.73,59.27,54.2,Red,Tobacco,3,5,35,DAP,2474
25.66,45.25,65.07,Sandy,Barley,8,0,15,28-28,2825
37.17,70.91,67.53,Sandy,Ground Nuts,21,4,22,14-35-14,2899
27.41,53.44,36.65,Black,Sugarcane,31,0,0,Urea,7061
32.37,61.99,20.42,Loamy,Oil seeds,7,3,41,17-17-17,2019
29.68,74.89,47.11,Sandy,Barley,22,0,21,20-20,2986
29.9,53.17,58.98,Black,Ground Nuts,12,5,24,17-17-17,2416
31.08,56.03,45.64,Black,Millets,14,1,14,14-35-14,2689
31.95,59.95,41.17,Loamy,Maize,15,3,39,20-20,4338
28.83,59.74,35.13,Loamy,Ground Nuts,1,14,14,Urea,1956
28.67,59.49,43.85,Loamy,Pulses,38,1,1,28-28,1464
32.76,50.9,22.0,Red,Cotton,9,20,17,14-35-14,1406
40.0,52.95,43.51,Loamy,Wheat,10,0,43,14-35-14,2542
28.17,50.93,37.01,Clayey,Sugarcane,30,0,0,17-17-17,7666
28.66,62.69,52.78,Sandy,Tobacco,45,0,0,DAP,1934
32.76,57.8,53.21,Loamy,Cotton,17,3,28,10-26-26,1386
33.29,71.48,55.06,Loamy,Wheat,14,1,36,Urea,3291
22.61,60.89,53.36,Black,Ground Nuts,27,0,18,17-17-17,2978
24.55,59.45,47.37,Red,Barley,1,15,15,Urea,2075
28.72,58.94,59.53,Sandy,Ground Nuts,13,15,13,28-28,1671
36.49,58.68,47.81,Clayey,Cotton,42,2,2,DAP,1927
27.77,61.89,27.29,Black,Wheat,15,0,38,28-28,2889
27.09,45.13,20.39,Red,Wheat,17,0,41,28-28,2635
30.34,65.26,61.34,Loamy,Pulses,10,5,35,17-17-17,1551
28.74,60.87,37.06,Clayey,Maize,10,16,19,17-17-17,3230
38.12,66.69,33.67,Loamy,Sugarcane,15,2,9,DAP,7025
37.98,66.3,70.0,Red,Paddy,22,0,16,10-26-26,5103
30.61,58.28,51.6,Loamy,Ground Nuts,22,0,25,14-35-14,1698
30.0,42.84,46.81,Loamy,Barley,8,17,12,17-17-17,2758
39.4,75.28,52.3,Red,Maize,14,3,39,10-26-26,4544
27.74,60.46,44.85,Red,Wheat,19,0,21,20-20,3499
27.37,52.05,37.96,Clayey,Maize,24,0,20,28-28,4853
32.5,71.1,69.62,Red,Wheat,7,7,11,10-26-26,3405
26.46,43.65,36.14,Black,Maize,12,0,13,20-20,4971
30.31,69.86,46.3,Black,Cotton,45,1,0,10-26-26,1135
32.02,50.79,61.39,Sandy,Oil seeds,7,8,37,10-26-26,1887
36.4,70.69,31.58,Sandy,Ground Nuts,16,0,44,28-28,1725
31.51,54.73,65.9,Sandy,Pulses,16,0,10,14-35-14,1740
39.77,60.41,50.77,Sandy,Wheat,6,4,34,Urea,3214
33.93,62.94,38.71,Red,Millets,39,0,0,14-35-14,2350
32.13,65.75,52.1,Loamy,Pulses,13,0,35,14-35-14,2149
29.99,54.89,41.47,Red,Cotton,34,3,0,Urea,1038
38.38,71.17,56.45,Clayey,Wheat,36,0,3,14-35-14,3491
30.43,59.04,40.61,Loamy,Pulses,39,4,0,Urea,2374
28.65,49.55,30.12,Red,Cotton,19,11,6,Urea,1101
25.07,45.11,36.38,Clayey,Maize,2,20,18,20-20,4637
26.73,51.88,26.29,Red,Tobacco,13,2,41,DAP,1799
35.68,63.89,46.79,Sandy,Oil seeds,14,14,13,20-20,1897
33.56,59.78,61.64,Loamy,Pulses,13,2,40,28-28,1210
28.48,60.34,33.57,Sandy,Millets,43,0,3,28-28,2267
34.31,58.35,30.92,Black,Millets,43,0,1,10-26-26,2586
28.81,49.93,33.75,Red,Tobacco,34,1,0,17-17-17,1592
